REG,URB,HHID,RESP_LNO,Q5_TECHVOC,Q5_TECHVOC_COURSE,Q5_SPECIFY_COURSE,Q6_TESDA_CERT,Q15A_ARTS,Q15B_SCIENCE,Q15C_BUSINESS,Q20_ACTIVITY,Q21_KNOWLEDGE,C5_AGE_RT04,C12_HEA_RT04,C4_SEX_RT04,C14_ATTEND_SCHOOL_RT04
6,1,16176,1,2,,,2,2,1,5,1,1,25,60314,1,4
6,1,16475,2,2,,,2,2,1,5,1,1,23,24012,1,1
6,1,16485,2,2,,,2,2,1,5,1,1,30,60003,2,4
8,1,20995,1,1,40714,CSS NCII,2,2,1,5,2,1,25,60314,2,4
8,2,21604,4,2,,,2,2,1,5,2,1,26,24015,2,4
11,1,29926,3,2,,,2,2,1,5,1,1,25,60411,1,4
13,1,40063,4,2,,,2,2,1,5,2,1,22,60413,2,4
14,2,46040,4,2,,,2,2,1,5,1,1,26,60111,1,4
1,2,497,4,2,,,2,1,1,5,2,1,27,60411,2,4
2,1,2566,4,2,,,2,1,1,5,1,1,21,61013,2,4
2,2,2610,2,1,40715,WELDER,1,1,1,5,1,1,27,60811,1,4
3,1,5378,3,2,,,2,1,1,5,2,1,16,24011,1,4
3,1,6991,1,2,,,2,1,1,5,1,1,28,60002,2,4
3,1,7238,1,2,,,2,1,1,5,1,1,27,24015,1,4
4,1,8334,1,2,,,2,1,1,5,1,1,28,24015,2,4
4,1,8861,3,2,,,2,1,1,5,1,1,30,24015,1,4
4,1,8997,5,2,,,2,1,1,5,2,1,26,24013,1,4
4,1,9986,3,2,,,2,1,1,5,1,1,28,24012,1,4
4,1,10914,3,2,,,2,1,1,5,1,1,25,60413,2,4
4,1,10956,2,2,,,2,1,1,5,2,1,29,24015,2,4
5,1,11256,2,2,,,2,1,1,5,1,1,27,10018,1,4
5,2,11773,3,2,,,2,1,1,5,2,1,29,60001,2,4
6,1,15409,3,2,,,2,1,1,5,1,1,17,24013,2,4
6,2,15829,3,1,40715,SMAW NC I AND NC II,1,1,1,5,1,1,30,60913,1,4
6,1,16458,3,2,,,2,1,1,5,1,1,25,24015,2,3
6,1,16471,1,2,,,2,1,1,5,1,1,20,60111,2,4
6,1,16688,3,2,,,2,1,1,5,2,1,28,60413,2,4
7,1,17277,2,2,,,2,1,1,5,2,1,21,24012,1,4
7,1,18399,3,2,,,2,1,1,5,1,1,30,24015,2,4
7,1,18399,4,2,,,2,1,1,5,1,1,30,24015,2,4
7,1,18399,6,2,,,2,1,1,5,1,1,24,24015,1,4
7,1,18602,3,2,,,2,1,1,5,2,1,27,24015,2,4
7,1,18751,3,2,,,2,1,1,5,2,1,21,24015,1,4
7,1,18930,1,2,,,1,1,1,5,2,1,30,24015,1,4
7,1,18970,2,2,,,2,1,1,5,2,1,25,60413,2,4
7,1,18975,1,2,,,2,1,1,5,2,1,28,24015,1,4
7,1,18979,1,2,,,2,1,1,5,2,1,30,24015,1,4
7,1,19234,1,2,,,1,1,1,5,2,1,26,61013,1,4
7,1,19392,1,2,,,2,1,1,5,1,1,21,24015,2,4
7,2,19524,2,2,,,2,1,1,5,2,1,26,10014,1,4
7,2,20063,3,2,,,2,1,1,5,1,1,20,10013,1,4
8,1,21055,2,2,,,2,1,1,5,2,1,27,10018,2,4
8,2,21816,1,2,,,2,1,1,5,2,1,30,24015,2,4
8,2,22637,3,2,,,1,1,1,5,2,1,26,60732,1,4
8,2,22878,2,1,40714,COMPUTER HARDWARE SERVICES,1,1,1,5,1,1,27,24015,1,4
9,2,25282,3,2,,,1,1,1,5,2,1,28,60112,2,4
10,1,25732,3,2,,,2,1,1,5,1,1,24,60413,2,4
10,1,26536,1,2,,,2,1,1,5,1,1,22,24015,2,4
10,1,26590,4,1,40921,SERETARIAL,1,1,1,5,1,1,25,60415,2,4
11,1,29431,2,2,,,2,1,1,5,1,1,30,60410,2,4
11,1,29579,2,1,40714,ELECTRONICS,1,1,1,5,2,1,22,60002,1,4
11,2,30384,2,2,,,2,1,1,5,1,1,25,10018,2,4
12,1,32845,4,1,51013,COMMERCIAL CODING,1,1,1,5,1,1,28,24015,2,4
13,1,35032,2,2,,,2,1,1,5,2,1,28,24015,2,4
13,1,35163,1,2,,,2,1,1,5,1,1,24,40612,2,4
13,1,35188,4,2,,,2,1,1,5,2,1,26,60002,2,4
13,1,35316,1,2,,,2,1,1,5,2,1,21,24015,1,4
13,1,35338,1,2,,,2,1,1,5,1,1,29,60414,1,4
13,1,35346,1,2,,,1,1,1,5,1,1,30,60411,2,4
13,1,35361,1,2,,,2,1,1,5,1,1,28,70413,2,4
13,1,35372,1,2,,,2,1,1,5,1,1,28,60714,2,4
13,1,35372,2,2,,,1,1,1,5,1,1,29,60612,1,4
13,1,35528,1,2,,,2,1,1,5,2,1,22,60613,1,4
13,1,35550,1,2,,,2,1,1,5,2,1,28,60413,2,4
13,1,35552,1,2,,,2,1,1,5,2,1,26,60413,1,4
13,1,35590,1,2,,,2,1,1,5,2,1,24,60710,2,4
13,1,37073,2,2,,,2,1,1,5,1,1,27,60732,2,4
13,1,37261,1,2,,,2,1,1,5,1,1,25,60002,1,4
13,1,39412,1,2,,,2,1,1,5,2,1,30,24015,1,4
13,1,39412,2,2,,,2,1,1,5,2,1,30,24015,2,4
13,1,39526,1,2,,,2,1,1,5,2,1,27,24015,1,4
13,1,39534,1,2,,,2,1,1,5,2,1,24,24015,2,4
13,1,39536,1,2,,,2,1,1,5,2,1,30,24015,1,4
13,1,39798,1,2,,,2,1,1,5,1,1,29,24015,1,4
13,1,39873,1,1,41013,FOOD PROCESSING,1,1,1,5,2,1,25,60003,2,4
13,1,40367,2,2,,,2,1,1,5,2,1,25,24011,1,4
13,1,42391,1,2,,,2,1,1,5,1,1,27,60612,1,4
15,2,47454,5,2,,,2,1,1,5,1,1,24,24015,1,4
16,1,50441,1,2,,,2,1,1,5,2,1,28,24015,1,4
16,1,50441,2,2,,,2,1,1,5,2,1,27,60001,2,4
17,1,51573,3,2,,,2,1,1,5,1,1,21,24013,1,1
17,1,52132,3,2,,,2,1,1,5,2,1,23,60004,2,4
17,1,53267,1,2,,,2,1,1,5,1,1,20,34033,2,4
17,1,53421,1,2,,,2,1,1,5,2,1,25,24015,1,4
17,1,53590,1,2,,,2,1,1,5,1,1,29,10018,1,4
5,2,13572,3,2,,,1,5,5,4,1,1,17,24013,1,1
7,1,19384,1,2,,,1,5,5,4,1,1,25,24015,1,4
16,2,51539,3,2,,,2,5,5,4,1,1,15,24012,2,1
3,1,7025,5,2,,,2,4,5,4,1,1,26,60831,1,4
14,2,43651,2,2,,,1,4,5,4,1,1,24,60511,2,4
16,1,49176,3,2,,,2,4,5,4,1,1,19,24015,1,4
3,1,4149,3,2,,,2,3,5,4,1,1,15,24012,2,1
5,2,12629,2,2,,,2,3,5,4,1,1,18,35033,1,1
10,2,28558,3,1,40716,ELECTRICIAN,1,3,5,4,1,1,23,24015,1,4
12,1,32916,3,1,40715,SMAW NCII,1,3,5,4,1,1,25,24015,1,4
13,1,35525,1,2,,,2,3,5,4,1,1,29,60413,1,4
16,2,49527,1,2,,,2,3,5,4,1,1,22,10014,1,4
3,1,4353,3,2,,,2,1,5,4,1,1,29,10014,1,4
3,1,7357,3,1,40732,PLUMBING,2,5,4,4,1,1,24,60732,1,4
5,2,13206,3,2,,,2,5,4,4,1,1,15,24012,1,1
6,2,14402,4,2,,,2,5,4,4,1,1,15,24013,2,1
7,1,19289,2,2,,,2,5,4,4,1,1,27,60715,1,4
1,2,305,2,2,,,1,4,4,4,1,1,28,60414,1,4
2,1,2566,3,2,,,2,4,4,4,1,1,24,60412,1,4
2,2,3093,4,1,40716,AUTOMOTIVE,1,4,4,4,1,1,21,60002,1,1
3,1,4534,3,2,,,2,4,4,4,2,1,23,60613,1,4
3,1,6003,1,2,,,2,4,4,4,1,1,22,50913,1,4
4,1,8856,4,2,,,2,4,4,4,1,1,19,35033,2,4
4,1,10107,2,2,,,2,4,4,4,1,1,25,60004,1,4
5,2,12226,4,2,,,2,4,4,4,2,1,26,60111,2,4
5,2,13377,8,1,41013,BREAD & PASTRY PROD. BOOKEEPIN,1,4,4,4,1,1,25,60111,1,4
5,2,13563,2,1,41013,ELECTRICAL INSTALLATION & MAIN,1,4,4,4,2,1,21,35033,1,4
6,2,14636,2,2,,,2,4,4,4,2,1,28,60002,2,4
6,2,15087,1,2,,,2,4,4,4,1,1,30,60111,1,4
6,2,15087,2,2,,,2,4,4,4,1,1,30,60111,2,4
6,1,15282,1,2,,,2,4,4,4,1,1,24,60415,1,4
6,1,16095,2,2,,,2,4,4,4,1,1,28,60001,1,4
7,2,17464,4,2,,,2,4,4,4,1,1,22,60004,2,1
7,2,20110,4,2,,,2,4,4,4,1,1,21,34023,1,1
8,1,21069,4,2,,,2,4,4,4,1,1,19,60111,2,4
8,2,22795,2,2,,,2,4,4,4,1,1,30,60111,2,4
9,1,24099,1,2,,,2,4,4,4,1,1,30,60111,1,4
10,2,25920,3,2,,,2,4,4,4,1,1,25,70111,1,2
10,1,27835,2,2,,,2,4,4,4,1,1,30,60111,1,4
10,1,27952,2,2,,,2,4,4,4,1,1,22,60111,2,4
11,1,29853,1,2,,,2,4,4,4,1,1,24,60916,2,4
11,2,31045,5,2,,,2,4,4,4,1,1,21,60612,2,4
12,1,31867,5,2,,,2,4,4,4,1,1,17,24011,2,1
13,1,34522,3,2,,,2,4,4,4,1,1,22,60414,2,4
13,1,35491,1,2,,,2,4,4,4,1,1,21,60003,1,4
13,1,35984,1,2,,,2,4,4,4,1,1,25,60413,2,4
13,1,36275,2,1,40921,CAREGIVING,1,4,4,4,1,1,22,24015,2,4
13,1,36293,5,2,,,2,4,4,4,1,1,24,60003,1,4
13,1,36741,2,2,,,2,4,4,4,1,1,30,60002,2,4
13,1,37853,4,2,,,2,4,4,4,1,1,23,60612,2,4
13,1,39343,1,2,,,1,4,4,4,2,1,29,60002,2,4
13,1,41304,1,2,,,2,4,4,4,1,1,27,60411,2,4
14,1,44545,1,1,40888,HORTICULTURE,2,4,4,4,1,1,25,60810,1,4
14,1,45438,1,2,,,2,4,4,4,1,1,22,60611,1,4
16,2,51487,4,2,,,1,4,4,4,1,1,24,60111,1,4
17,2,53643,3,2,,,2,4,4,4,1,1,19,24012,1,1
1,1,56,1,2,,,2,3,4,4,1,1,22,60111,2,4
1,2,839,3,2,,,2,3,4,4,1,1,23,50714,1,4
2,1,1895,1,2,,,2,3,4,4,1,1,22,60413,2,4
2,2,3510,3,2,,,2,3,4,4,1,1,22,60411,1,4
3,1,6422,3,2,,,2,3,4,4,1,1,22,40922,2,4
4,1,10051,3,2,,,1,3,4,4,1,1,22,60004,2,4
4,1,10718,1,2,,,2,3,4,4,1,1,25,60716,1,4
4,1,10918,3,2,,,1,3,4,4,1,1,22,60613,1,4
5,2,12874,2,2,,,1,3,4,4,1,1,18,34011,2,1
6,1,15305,3,2,,,2,3,4,4,2,1,22,60612,1,4
7,1,18724,2,2,,,2,3,4,4,1,1,26,60716,1,4
7,2,19473,3,2,,,2,3,4,4,1,1,21,24015,1,4
10,1,28208,1,2,,,2,3,4,4,2,1,30,60111,2,4
10,1,28290,4,2,,,2,3,4,4,1,1,17,34011,2,2
11,1,31390,3,2,,,2,3,4,4,1,1,25,60004,1,4
13,1,35282,1,2,,,1,3,4,4,1,1,29,60411,1,4
13,1,35470,1,2,,,2,3,4,4,1,1,29,60913,1,4
13,1,36582,3,2,,,2,3,4,4,2,1,27,60688,1,4
13,1,38480,2,2,,,1,3,4,4,1,1,22,60411,2,4
13,1,40056,1,2,,,2,3,4,4,1,1,24,60613,1,4
13,1,40329,1,2,,,2,3,4,4,1,1,26,60712,2,4
13,1,40893,1,2,,,2,3,4,4,1,1,24,60412,1,4
13,1,42323,1,2,,,2,3,4,4,2,1,21,24003,2,4
14,1,43961,2,2,,,2,3,4,4,1,1,30,24015,2,4
14,2,46034,3,2,,,2,3,4,4,1,1,26,40913,2,4
15,2,47481,4,2,,,2,3,4,4,1,1,17,10015,2,4
17,2,51706,3,2,,,2,3,4,4,1,1,25,40413,2,4
17,1,52149,5,2,,,2,3,4,4,1,1,25,60111,2,4
1,2,155,1,2,,,2,2,4,4,1,1,25,60521,1,4
1,2,774,3,2,,,2,2,4,4,2,1,20,60111,1,4
2,2,3163,4,2,,,2,2,4,4,1,1,17,34011,2,1
3,1,6977,1,1,50714,COMPUTER HARDWARE SERVICING,1,2,4,4,1,1,26,50714,1,4
4,1,9159,3,2,,,2,2,4,4,1,1,27,60732,1,4
5,2,13774,3,2,,,1,2,4,4,1,1,24,60819,1,4
6,2,14216,1,2,,,2,2,4,4,1,1,23,24003,1,4
7,1,18616,2,2,,,2,2,4,4,1,1,29,60714,1,4
7,1,18975,2,2,,,2,2,4,4,2,1,23,24015,2,4
10,1,28159,3,2,,,2,2,4,4,1,1,19,60913,2,4
13,1,35248,1,2,,,2,2,4,4,2,1,27,60002,1,4
13,1,40255,1,2,,,2,2,4,4,1,1,29,60913,2,4
13,1,42395,1,2,,,2,2,4,4,1,1,23,60413,2,4
17,1,53559,1,1,50612,IT PROGRAM,1,2,4,4,2,1,27,60002,2,2
3,1,3932,2,1,40714,ELECTRICAL,ELECTRONICS TECHNOL,1,4,4,,1,1,21,50714,1
3,2,8050,2,2,,,1,1,4,4,1,1,26,10018,1,4
7,1,18199,3,2,,,2,1,4,4,2,1,25,60716,1,4
12,2,34033,4,1,41013,FBS,COOKERY AND GARMENTS NCII,1,4,4,,1,1,21,60001,1
13,1,35281,1,2,,,2,1,4,4,1,1,23,60612,1,4
6,1,16393,1,2,,,2,5,3,4,1,1,28,60413,2,4
7,1,18990,1,2,,,1,5,3,4,1,1,25,24015,1,4
7,2,19473,4,2,,,1,5,3,4,1,1,28,24011,1,4
8,2,22395,5,2,,,2,5,3,4,1,1,21,60731,1,4
1,2,296,3,2,,,2,4,3,4,1,1,26,60732,1,4
2,1,1903,3,2,,,2,4,3,4,1,1,29,61013,1,4
3,2,8126,3,2,,,2,4,3,4,1,1,16,24013,2,2
5,1,12537,4,2,,,2,4,3,4,1,1,23,60111,2,4
6,2,14555,1,2,,,2,4,3,4,1,1,25,61013,1,4
7,2,17562,1,2,,,2,4,3,4,1,1,19,24013,1,1
7,1,19232,1,2,,,2,4,3,4,2,1,23,60612,1,4
10,1,25730,1,2,,,2,4,3,4,1,1,21,60111,2,4
10,2,26252,2,2,,,2,4,3,4,1,1,25,60488,2,4
10,1,28362,4,2,,,2,4,3,4,1,1,20,24015,1,1
13,1,35502,1,2,,,2,4,3,4,2,1,27,60413,1,4
13,1,37434,1,1,41041,DRIVING NCII,1,4,3,4,1,1,22,60001,1,4
13,1,38006,2,2,,,2,4,3,4,1,1,29,60003,1,4
13,1,38007,1,2,,,2,4,3,4,1,1,26,60002,1,4
13,1,38974,3,2,,,1,4,3,4,1,1,23,24013,1,4
13,1,40576,3,2,,,2,4,3,4,1,1,27,60414,2,4
1,2,1204,5,2,,,2,3,3,4,1,1,17,24012,1,1
2,2,1987,2,2,,,2,3,3,4,1,1,30,24012,1,4
2,2,1990,3,2,,,2,3,3,4,1,1,25,60002,2,4
2,2,2021,3,2,,,1,3,3,4,1,1,20,60001,1,1
2,2,2073,3,2,,,2,3,3,4,1,1,29,60413,1,4
2,2,2642,3,2,,,2,3,3,4,1,1,26,60413,2,4
2,1,3045,2,2,,,2,3,3,4,1,1,25,60111,2,2
3,2,4757,4,1,50413,BUSINESS INFORMATION MANAGEMEN,2,3,3,4,1,1,23,60413,2,4
3,1,7028,1,2,,,2,3,3,4,2,1,22,60612,2,4
3,1,7044,1,2,,,2,3,3,4,1,1,19,34013,2,2
4,1,8956,1,2,,,2,3,3,4,1,1,30,24015,1,4
4,1,8978,3,2,,,2,3,3,4,1,1,21,24015,1,4
4,1,8997,4,2,,,2,3,3,4,1,1,20,60611,1,4
5,1,11311,3,2,,,2,3,3,4,1,1,16,24012,1,1
5,2,11376,3,2,,,2,3,3,4,1,1,19,60001,2,2
5,2,11528,3,2,,,2,3,3,4,2,1,15,24013,2,1
5,2,12327,3,2,,,2,3,3,4,1,1,25,60923,2,4
5,2,12366,5,2,,,2,3,3,4,1,1,18,35033,1,4
5,2,12383,1,2,,,2,3,3,4,1,1,24,60002,2,4
5,2,13357,3,2,,,1,3,3,4,1,1,25,60612,1,4
5,1,13461,3,2,,,2,3,3,4,1,1,23,60002,2,1
5,2,13781,3,2,,,1,3,3,4,1,1,25,60713,1,4
6,1,13951,1,1,51013,CULINARY,1,3,3,4,1,1,30,51013,1,4
6,2,14732,1,2,,,2,3,3,4,1,1,21,60002,1,1
6,2,15829,4,2,,,1,3,3,4,1,1,29,61015,2,4
7,1,18043,2,2,,,2,3,3,4,2,1,23,61013,1,4
7,1,18499,1,2,,,1,3,3,4,1,1,24,60612,1,4
7,1,18499,2,2,,,2,3,3,4,1,1,23,50002,2,4
7,1,18844,1,2,,,2,3,3,4,2,1,26,61013,2,4
7,1,19234,2,2,,,1,3,3,4,1,1,24,61013,1,4
7,1,19384,2,2,,,2,3,3,4,2,1,19,34013,2,4
7,1,19765,4,2,,,2,3,3,4,1,1,26,60411,1,4
7,1,19765,5,2,,,2,3,3,4,1,1,25,60413,1,4
8,1,20953,1,2,,,2,3,3,4,1,1,24,24013,2,4
9,2,23756,3,1,40922,CAREGIVER,1,3,3,4,1,1,30,60288,2,4
10,1,25860,2,2,,,1,3,3,4,1,1,23,60004,2,4
10,1,26191,4,2,,,2,3,3,4,1,1,28,60411,1,4
10,1,28119,3,2,,,2,3,3,4,2,1,30,60311,2,4
11,1,29851,1,2,,,2,3,3,4,1,1,25,60003,2,4
11,1,29886,1,1,41088,HRM TECH,1,3,3,4,1,1,23,51088,2,4
12,1,32326,1,1,50612,IT,1,3,3,4,1,1,28,50612,2,4
12,1,33733,6,2,,,2,3,3,4,1,1,16,24011,1,4
13,1,35255,1,2,,,2,3,3,4,2,1,22,60002,2,4
13,1,35702,4,2,,,2,3,3,4,1,1,22,60313,2,4
13,1,35884,1,2,,,2,3,3,4,1,1,23,60111,1,4
13,1,37432,1,2,,,2,3,3,4,1,1,22,60001,1,4
13,1,37876,4,2,,,2,3,3,4,1,1,25,61015,2,4
13,1,38897,3,2,,,2,3,3,4,1,1,24,50002,2,4
13,1,40072,2,2,,,2,3,3,4,1,1,30,60411,2,4
13,1,41587,2,2,,,2,3,3,4,1,1,30,60411,1,4
14,2,43595,3,2,,,2,3,3,4,1,1,23,61013,2,4
14,1,43959,2,2,,,2,3,3,4,1,1,29,60111,1,4
14,1,44259,1,2,,,2,3,3,4,1,1,23,60002,1,4
14,1,44368,1,1,40921,CAREGIVER & SMAW,1,3,3,4,2,1,30,60002,2,4
14,1,44419,2,2,,,1,3,3,4,1,1,24,40916,2,4
14,1,45482,1,2,,,2,3,3,4,1,1,19,35033,2,1
14,2,46426,1,2,,,2,3,3,4,1,1,23,60612,2,4
16,2,49814,2,2,,,2,3,3,4,1,1,21,34013,2,4
16,1,49968,5,2,,,2,3,3,4,1,1,29,60411,1,4
16,1,50483,3,2,,,2,3,3,4,1,1,27,60413,2,4
16,2,51076,3,2,,,2,3,3,4,1,1,24,60003,1,4
16,2,51477,2,2,,,2,3,3,4,1,1,17,24015,1,1
17,1,53074,3,2,,,2,3,3,4,1,1,22,61013,1,4
1,2,276,3,2,,,1,2,3,4,1,1,25,60811,2,4
2,1,2997,1,1,40716,AUTO MECHANIC,1,2,3,4,1,1,30,60001,1,4
4,1,10051,2,2,,,2,2,3,4,2,1,27,24015,1,4
6,2,14636,3,2,,,2,2,3,4,1,1,23,60411,2,4
6,1,16393,2,2,,,2,2,3,4,1,1,25,60413,1,4
7,1,17761,1,2,,,2,2,3,4,1,1,23,24015,2,4
9,1,24502,1,2,,,2,2,3,4,1,1,28,60915,1,4
11,1,28941,3,2,,,2,2,3,4,1,1,20,24012,1,1
11,1,28990,4,2,,,1,2,3,4,2,1,25,60413,1,4
12,2,31989,2,2,,,2,2,3,4,2,1,24,24015,2,4
13,1,35377,1,2,,,2,2,3,4,2,1,28,60612,2,4
13,1,38238,3,2,,,1,2,3,4,1,1,20,10018,1,4
13,1,38593,3,2,,,2,2,3,4,1,1,23,60413,2,4
13,1,42115,2,2,,,2,2,3,4,2,1,25,50612,1,4
14,1,44038,4,2,,,2,2,3,4,1,1,28,60913,2,4
14,2,46187,1,2,,,2,2,3,4,1,1,25,60488,2,4
15,2,47481,2,2,,,2,2,3,4,1,1,25,60001,2,4
12,2,32151,6,2,,,2,1,3,4,1,1,23,60111,2,4
12,1,32803,1,1,50714,ELECTRONEC NC 2,1,1,3,4,1,1,28,50714,1,4
13,1,35261,1,2,,,2,1,3,4,2,1,23,60300,1,4
13,1,35546,1,2,,,2,1,3,4,1,1,22,60612,1,4
13,1,41150,4,2,,,2,1,3,4,2,1,25,60111,1,4
13,1,41895,2,2,,,2,1,3,4,2,1,27,61013,2,4
17,2,53626,3,2,,,2,1,3,4,2,1,15,0,1,4
13,1,41288,3,2,,,2,5,2,4,1,1,25,60321,2,4
13,1,41288,4,2,,,2,5,2,4,1,1,23,60612,1,4
2,2,3805,3,2,,,2,4,2,4,1,1,27,60111,1,4
5,2,12848,3,2,,,2,4,2,4,1,1,29,60111,2,4
6,1,13962,4,2,,,2,4,2,4,1,1,25,60313,2,4
13,1,37617,4,2,,,2,4,2,4,2,1,27,60612,1,4
13,1,39649,2,2,,,2,4,2,4,2,1,21,60411,1,4
1,2,1128,3,1,40716,AUTOMOTIVE,1,3,2,4,1,1,22,24015,2,4
2,2,2028,3,2,,,2,3,2,4,1,1,26,60111,1,4
3,1,5378,1,2,,,2,3,2,4,2,1,30,60002,2,4
5,2,12411,5,2,,,2,3,2,4,1,1,17,24014,2,1
6,2,15804,1,2,,,2,3,2,4,2,1,25,60612,1,4
7,1,19289,3,2,,,2,3,2,4,1,1,28,60715,1,4
9,2,25285,2,2,,,2,3,2,4,2,1,23,60232,2,4
11,1,29298,3,2,,,2,3,2,4,1,1,27,60001,1,4
12,1,32330,1,2,,,2,3,2,4,1,1,25,60001,2,4
13,1,35538,1,2,,,2,3,2,4,1,1,30,70812,1,2
13,1,40365,2,2,,,2,3,2,4,1,1,29,24015,1,4
13,1,40544,2,2,,,2,3,2,4,1,1,26,60413,2,4
13,1,40769,1,2,,,2,3,2,4,2,1,29,60414,2,4
13,1,42463,1,2,,,2,3,2,4,1,1,30,60612,2,4
14,2,44693,3,2,,,2,3,2,4,1,1,22,60612,2,4
14,2,44693,4,2,,,2,3,2,4,1,1,21,60612,2,4
14,1,45876,5,2,,,2,3,2,4,1,1,23,60488,2,4
16,1,49981,3,2,,,2,3,2,4,2,1,25,60411,1,4
1,2,1100,4,2,,,2,2,2,4,1,1,18,34012,2,4
2,2,3784,3,2,,,2,2,2,4,2,1,18,35032,1,4
3,1,4637,1,2,,,2,2,2,4,2,1,28,61013,1,4
3,1,5681,1,2,,,2,2,2,4,1,1,21,60011,1,4
3,2,6683,3,2,,,1,2,2,4,1,1,23,24015,2,4
3,1,6868,2,2,,,2,2,2,4,2,1,21,24015,2,4
4,1,8520,3,2,,,2,2,2,4,2,1,21,34013,1,4
4,1,9230,1,2,,,1,2,2,4,1,1,24,24015,2,4
4,1,11129,4,2,,,2,2,2,4,2,1,20,60001,2,1
5,2,11986,4,2,,,2,2,2,4,2,1,28,60611,1,4
5,2,12848,5,1,40714,MECHATRONICS SERVICING NCII,1,2,2,4,2,1,21,60002,1,2
6,2,14168,3,2,,,1,2,2,4,1,1,21,24015,1,4
6,2,15613,3,2,,,2,2,2,4,1,1,29,60001,1,4
7,1,18256,2,2,,,2,2,2,4,2,1,27,51013,2,4
7,1,18425,2,2,,,2,2,2,4,2,1,24,50610,2,4
8,1,20922,1,2,,,2,2,2,4,2,1,20,60923,2,4
10,1,26191,5,2,,,2,2,2,4,2,1,25,60002,1,4
10,1,26593,3,2,,,2,2,2,4,1,1,20,60002,1,4
12,1,32313,1,2,,,2,2,2,4,1,1,21,24015,2,4
12,1,32594,2,2,,,2,2,2,4,2,1,23,60003,2,2
13,1,34618,1,2,,,2,2,2,4,1,1,30,60719,1,4
13,1,34898,1,2,,,2,2,2,4,1,1,24,60110,2,4
13,1,35485,1,2,,,2,2,2,4,1,1,28,60732,2,4
13,1,36293,4,2,,,2,2,2,4,1,1,26,60411,2,4
13,1,37485,2,2,,,2,2,2,4,2,1,20,60613,1,4
13,1,38522,1,2,,,2,2,2,4,2,1,23,24015,1,4
13,1,39069,2,2,,,2,2,2,4,1,1,27,50001,2,4
13,1,40000,1,2,,,2,2,2,4,1,1,27,60612,2,4
13,1,40565,1,2,,,2,2,2,4,2,1,26,60003,1,4
13,1,41895,1,2,,,2,2,2,4,2,1,27,24015,1,4
13,1,42464,1,2,,,2,2,2,4,1,1,29,61013,2,4
13,1,42498,1,2,,,2,2,2,4,1,1,30,24015,1,4
14,2,44787,2,2,,,2,2,2,4,2,1,29,24015,2,4
14,1,45884,2,2,,,2,2,2,4,1,1,29,60114,2,4
15,2,47378,2,2,,,2,2,2,4,2,1,26,24011,2,4
16,1,49968,6,2,,,2,2,2,4,1,1,27,60311,2,4
16,1,49968,7,2,,,2,2,2,4,2,1,23,60411,2,4
16,2,51108,2,2,,,1,2,2,4,1,1,25,24013,2,4
3,1,4384,1,2,,,2,1,2,4,2,1,26,10018,1,4
6,2,14483,2,2,,,2,1,2,4,2,1,29,24015,2,4
6,2,15716,3,2,,,2,1,2,4,1,1,22,60002,2,4
8,2,21604,2,2,,,2,1,2,4,2,1,28,24015,1,4
13,1,35518,1,2,,,2,1,2,4,2,1,24,60613,1,4
13,1,38595,1,2,,,2,1,2,4,1,1,29,24015,1,4
13,1,39294,2,2,,,2,1,2,4,1,1,27,24015,2,4
13,1,40667,1,2,,,2,1,2,4,2,1,27,60411,2,4
14,2,44650,2,2,,,2,1,2,4,2,1,23,24015,2,4
5,2,11974,3,2,,,2,4,1,4,1,1,23,80419,2,4
12,1,32803,2,2,,,2,4,1,4,1,1,27,60610,2,4
3,1,7303,4,2,,,2,3,1,4,2,1,25,24015,1,4
6,2,14708,2,2,,,2,3,1,4,1,1,27,10018,1,4
13,1,38762,3,2,,,2,3,1,4,1,1,27,24015,1,4
14,2,45178,1,2,,,2,3,1,4,1,1,30,60400,1,4
3,2,4283,1,2,,,1,2,1,4,1,1,29,24015,1,4
3,1,7186,1,2,,,2,2,1,4,2,1,20,61013,2,4
6,2,15113,3,2,,,2,2,1,4,1,1,19,10018,1,4
6,1,16631,3,2,,,2,2,1,4,1,1,17,34011,2,4
8,1,20813,3,2,,,2,2,1,4,1,1,22,24015,2,4
8,2,21907,1,2,,,2,2,1,4,2,1,28,24012,1,4
11,1,29050,2,2,,,2,2,1,4,2,1,20,60002,2,1
13,1,35327,1,2,,,2,2,1,4,2,1,25,60411,2,4
13,1,38118,2,2,,,2,2,1,4,1,1,27,60004,2,4
1,2,1565,3,2,,,2,1,1,4,1,1,23,61013,1,4
2,2,3416,1,2,,,2,1,1,4,2,1,24,24013,1,4
3,2,4283,2,2,,,1,1,1,4,2,1,30,60001,2,4
3,1,4500,2,1,41013,HOUSE KEEPING NCII,1,1,1,4,2,1,22,24015,2,4
3,1,6870,1,2,,,2,1,1,4,2,1,28,60613,1,4
3,1,7123,3,1,50716,2 YRS AIR CRAFT MECHANIC,2,1,1,4,2,1,22,50716,2,4
4,2,10346,1,2,,,2,1,1,4,2,1,30,50613,1,4
7,1,18247,3,2,,,2,1,1,4,1,1,29,60612,2,4
7,1,19337,1,2,,,2,1,1,4,2,1,25,60716,1,4
7,1,19375,1,2,,,2,1,1,4,1,1,26,60716,1,4
7,1,19375,2,2,,,1,1,1,4,1,1,29,50619,2,4
