REG,URB,HHID,RESP_LNO,Q5_TECHVOC,Q5_TECHVOC_COURSE,Q5_SPECIFY_COURSE,Q6_TESDA_CERT,Q15A_ARTS,Q15B_SCIENCE,Q15C_BUSINESS,Q20_ACTIVITY,Q21_KNOWLEDGE,C5_AGE_RT04,C12_HEA_RT04,C4_SEX_RT04,C14_ATTEND_SCHOOL_RT04
13,1,39043,2,2,,,2,1,1,3,1,1,27,10012,2,4
13,1,40013,1,2,,,2,1,1,3,2,1,26,60003,1,4
13,1,40017,2,2,,,2,1,1,3,2,1,22,60003,2,4
13,1,42403,2,2,,,2,1,1,3,1,1,30,24015,2,4
13,1,42555,2,1,40716,AIRCRAFT MAINTENANCE TECH,2,1,1,3,2,1,29,24015,1,4
14,1,44312,3,1,40716,AUTO MECHANIC,1,1,1,3,2,1,29,24015,1,4
14,2,45117,1,1,40716,SMALL ENGINE NC11,1,1,1,3,1,1,26,24015,1,4
15,2,46730,2,2,,,2,1,1,3,1,1,22,10015,1,4
15,2,47454,3,2,,,2,1,1,3,1,1,26,0,2,4
16,1,50380,1,2,,,2,1,1,3,1,1,30,24012,1,4
16,2,51258,3,2,,,2,1,1,3,2,1,30,24011,1,4
16,2,51539,4,2,,,2,1,1,3,2,1,28,24015,1,4
17,2,52470,1,1,40611,COMPUTER SCIENCE,2,1,1,3,2,1,28,40611,1,4
17,2,54055,1,2,,,2,1,1,3,1,1,26,24011,1,4
17,2,54055,2,2,,,2,1,1,3,1,1,21,10014,1,4
4,1,10687,3,2,,,2,4,5,2,1,1,20,60001,2,1
7,1,18729,3,2,,,1,3,5,2,1,1,21,60612,1,4
17,2,52406,4,2,,,2,2,5,2,1,1,15,24012,1,1
17,1,53305,2,2,,,2,2,5,2,1,1,20,34012,2,4
1,2,1155,4,2,,,2,4,4,2,1,1,15,24013,2,1
3,2,8276,5,2,,,2,4,4,2,1,1,16,24015,2,2
16,1,50910,1,2,,,2,4,4,2,1,1,24,60221,1,4
4,1,8520,1,1,50714,ELECTRONICS,2,3,4,2,1,1,20,50714,1,4
5,2,12879,2,2,,,2,3,4,2,1,1,22,24015,1,4
13,1,38007,2,2,,,2,3,4,2,1,1,24,60004,2,4
13,1,40576,5,2,,,2,3,4,2,1,1,20,60413,2,4
16,2,51182,3,2,,,2,3,4,2,2,1,19,34011,2,1
8,2,22673,3,2,,,2,2,4,2,2,1,24,60612,2,4
12,1,32371,1,2,,,2,2,4,2,1,1,29,60314,1,4
13,1,39468,3,1,40411,ABM(ACCOUNTANCE BUSINESS AD),2,2,4,2,1,1,20,34013,1,4
16,1,48989,1,2,,,2,2,4,2,1,1,27,70800,1,4
3,1,6487,2,2,,,2,1,4,2,2,1,24,60721,1,4
17,2,53922,3,1,40721,BREAD AND PASTRY,FOOD PROCESS,1,4,2,,1,1,20,40721,1
7,1,18187,1,2,,,2,4,3,2,1,1,27,60714,1,4
7,2,20056,3,2,,,2,4,3,2,2,1,18,34011,2,1
14,2,44649,2,2,,,2,4,3,2,2,1,19,24015,1,4
14,2,46215,4,2,,,2,4,3,2,1,1,16,24012,1,1
17,2,54091,2,2,,,1,4,3,2,2,1,28,35033,1,4
1,1,56,3,2,,,2,3,3,2,1,1,20,60111,2,4
1,2,155,2,2,,,2,3,3,2,1,1,22,60311,2,4
1,2,1397,3,2,,,2,3,3,2,1,1,19,34013,1,1
2,2,2086,2,2,,,2,3,3,2,1,1,24,60111,1,4
2,2,3242,4,2,,,2,3,3,2,1,1,19,34011,2,1
2,2,3453,4,2,,,2,3,3,2,1,1,22,24015,1,4
2,2,3453,5,2,,,2,3,3,2,1,1,21,60002,1,4
3,2,8276,4,1,50415,COMPUTER PROGRAMMING NC IV,1,3,3,2,1,1,22,60003,1,2
4,1,11166,1,2,,,2,3,3,2,2,1,25,60001,1,2
5,1,11301,1,2,,,1,3,3,2,1,1,25,24015,1,4
5,2,12419,4,2,,,2,3,3,2,1,1,16,24013,1,1
6,2,14440,2,2,,,2,3,3,2,1,1,19,35033,1,1
6,2,14743,5,2,,,2,3,3,2,1,1,19,35031,1,1
8,2,21206,3,2,,,2,3,3,2,2,1,23,24013,2,4
12,2,34041,1,2,,,2,3,3,2,1,1,22,60002,2,4
13,1,42100,3,2,,,2,3,3,2,2,1,21,60312,1,4
14,1,44367,2,1,40921,CAREGIVER,1,3,3,2,1,1,25,60913,2,4
14,2,45542,3,2,,,2,3,3,2,1,1,16,24012,1,4
16,1,48998,1,2,,,2,3,3,2,2,1,20,34013,2,4
16,2,50191,6,2,,,2,3,3,2,2,1,15,24013,2,1
17,2,51653,2,2,,,2,3,3,2,2,1,27,60188,2,1
17,1,53203,2,2,,,2,3,3,2,1,1,20,60003,2,4
5,2,11565,1,1,50715,WELDER,1,2,3,2,1,1,29,24015,1,4
5,2,12840,4,1,50713,ELECTRICAL,COOKING,2,3,2,,1,1,30,50713,1
7,2,20054,3,2,,,2,2,3,2,2,1,19,34013,1,2
10,1,27901,1,2,,,2,2,3,2,2,1,22,60002,1,1
13,1,35389,2,2,,,2,2,3,2,2,1,20,34013,1,4
14,2,46557,2,2,,,2,2,3,2,1,1,29,70114,1,4
3,1,4155,2,2,,,2,1,3,2,1,1,25,24015,1,4
11,2,31295,2,2,,,2,1,3,2,1,1,29,24015,1,4
13,1,36058,3,2,,,2,5,2,2,1,1,28,70114,1,4
4,1,9021,3,2,,,2,4,2,2,1,1,18,34011,2,2
5,2,12366,3,2,,,2,4,2,2,1,1,25,24015,1,4
8,2,22401,3,2,,,2,4,2,2,2,1,15,24013,1,1
13,1,40168,5,2,,,1,4,2,2,2,1,24,60731,1,4
16,1,49973,4,2,,,2,4,2,2,2,1,20,60002,2,1
1,1,50,1,2,,,2,3,2,2,1,1,18,34013,2,1
1,2,782,3,2,,,2,3,2,2,1,1,25,60613,1,4
3,1,4108,1,2,,,2,3,2,2,1,1,25,24015,1,4
3,2,5071,1,2,,,2,3,2,2,1,1,29,24013,1,4
3,2,7963,2,2,,,2,3,2,2,1,1,18,34011,1,1
4,1,8856,5,2,,,2,3,2,2,1,1,18,34013,2,1
4,1,11001,3,2,,,2,3,2,2,1,1,16,24015,2,2
5,2,12411,3,2,,,2,3,2,2,2,1,22,60003,2,1
5,2,12581,3,2,,,2,3,2,2,2,1,18,35031,1,1
5,2,13369,4,2,,,2,3,2,2,2,1,17,34011,2,2
6,2,14107,4,2,,,2,3,2,2,2,1,20,60111,2,4
6,1,16777,2,2,,,2,3,2,2,2,1,24,24015,2,4
8,2,21254,3,2,,,2,3,2,2,1,1,15,24011,1,1
11,1,30561,2,2,,,1,3,2,2,1,1,29,60111,2,4
13,1,37198,2,2,,,2,3,2,2,1,1,27,60413,2,4
14,1,44309,1,2,,,2,3,2,2,2,1,20,24015,1,4
14,2,46039,4,2,,,2,3,2,2,1,1,15,24013,2,1
14,2,46274,3,2,,,2,3,2,2,1,1,18,24015,1,1
16,1,50030,3,2,,,2,3,2,2,1,1,20,60001,1,2
16,2,50332,2,2,,,2,3,2,2,1,1,16,24012,2,2
17,1,53331,1,2,,,2,3,2,2,1,1,24,60413,1,4
1,2,269,5,2,,,2,2,2,2,1,1,16,24013,2,1
1,2,276,4,2,,,2,2,2,2,1,1,23,60811,1,4
1,2,289,3,2,,,2,2,2,2,1,1,21,60003,2,1
1,2,397,3,2,,,2,2,2,2,1,1,22,24015,1,4
1,2,438,3,2,,,2,2,2,2,1,1,29,24015,1,4
1,2,448,3,2,,,2,2,2,2,1,1,15,24012,2,1
1,2,1151,2,2,,,2,2,2,2,1,1,23,60413,2,4
1,2,1161,2,2,,,2,2,2,2,1,1,17,34011,1,1
1,2,1373,4,2,,,2,2,2,2,1,1,19,34013,1,2
1,1,1443,3,2,,,2,2,2,2,1,1,22,60003,1,1
2,1,2123,3,2,,,2,2,2,2,1,1,29,60913,2,4
2,2,2439,3,2,,,2,2,2,2,1,1,20,60111,1,4
2,2,3163,3,2,,,2,2,2,2,1,1,20,34011,1,1
2,2,3731,3,2,,,2,2,2,2,1,1,24,60411,2,4
3,1,3990,2,2,,,1,2,2,2,2,1,22,24015,1,4
3,1,4595,3,2,,,2,2,2,2,1,1,26,60412,2,4
3,1,5360,1,2,,,2,2,2,2,1,1,30,24015,1,4
3,1,6999,3,2,,,2,2,2,2,2,1,24,60716,1,4
4,1,8966,3,2,,,2,2,2,2,2,1,17,34021,1,1
5,2,11328,3,2,,,2,2,2,2,1,1,19,24014,1,1
5,2,12581,4,,,,,2,2,2,1,1,15,24013,1,1
6,2,14183,3,1,41013,TESDA FOOD AND BEVERAGES,1,2,2,2,1,1,21,24015,2,4
6,1,15311,3,2,,,2,2,2,2,1,1,29,10018,1,4
6,1,16178,1,2,,,2,2,2,2,1,1,25,60002,1,4
6,1,16524,1,1,40611,PC-OPERATION NC II,2,2,2,2,2,1,28,40611,1,4
7,2,17484,4,2,,,2,2,2,2,1,1,26,24012,1,4
7,1,18916,1,2,,,2,2,2,2,2,1,24,24012,1,4
7,1,18956,1,2,,,2,2,2,2,2,1,30,24015,1,4
8,1,20341,3,2,,,2,2,2,2,1,1,23,60400,1,4
8,2,21645,1,2,,,2,2,2,2,2,1,29,24015,1,4
8,2,21836,3,2,,,2,2,2,2,2,1,22,24013,1,4
10,1,26684,3,2,,,2,2,2,2,1,1,29,60002,1,4
10,2,27223,2,2,,,2,2,2,2,1,1,23,60111,2,4
10,2,27300,3,2,,,2,2,2,2,1,1,26,10012,1,4
10,2,27330,3,2,,,2,2,2,2,1,1,20,24011,2,4
10,1,28013,2,2,,,2,2,2,2,1,1,22,60002,2,4
11,1,29542,1,2,,,2,2,2,2,1,1,28,24015,1,4
12,1,32892,2,2,,,2,2,2,2,2,1,29,24015,2,4
12,2,33364,4,2,,,1,2,2,2,1,1,20,24002,1,4
12,2,33453,3,2,,,2,2,2,2,1,1,21,10014,1,4
13,1,34532,1,2,,,2,2,2,2,1,1,27,60001,1,4
13,1,35581,1,2,,,2,2,2,2,1,1,23,60413,1,4
13,1,36329,1,2,,,2,2,2,2,2,1,29,60714,1,4
13,1,36836,1,2,,,2,2,2,2,2,1,27,60221,2,4
13,1,37216,1,2,,,2,2,2,2,2,1,30,60714,2,4
13,1,37480,1,2,,,2,2,2,2,2,1,28,60411,2,4
13,1,37760,2,2,,,2,2,2,2,1,1,22,24015,2,4
13,1,37864,2,2,,,2,2,2,2,1,1,20,60612,1,4
13,1,40559,1,2,,,2,2,2,2,2,1,25,60001,1,4
13,1,40675,1,2,,,2,2,2,2,2,1,27,60411,1,4
13,1,41281,1,2,,,2,2,2,2,2,1,30,60002,2,4
13,1,41876,4,2,,,2,2,2,2,2,1,22,61013,2,4
13,1,42287,2,2,,,2,2,2,2,2,1,24,60313,2,4
13,1,42555,3,2,,,2,2,2,2,2,1,27,60314,1,4
13,1,42788,3,2,,,2,2,2,2,1,1,30,50613,1,4
13,1,43224,3,2,,,2,2,2,2,2,1,26,60613,2,4
14,1,44507,1,2,,,2,2,2,2,1,1,26,60111,2,4
14,1,44548,2,2,,,2,2,2,2,2,1,24,60314,1,4
14,1,45876,3,2,,,2,2,2,2,1,1,26,60314,2,4
14,1,45876,4,2,,,2,2,2,2,1,1,24,60002,1,4
14,2,45965,2,2,,,1,2,2,2,1,1,28,24015,1,4
14,2,45965,3,2,,,2,2,2,2,1,1,21,34011,2,4
14,2,46021,3,2,,,2,2,2,2,1,1,15,24011,1,4
14,2,46052,3,2,,,2,2,2,2,1,1,25,10018,1,4
14,2,46089,2,2,,,2,2,2,2,2,1,22,60111,2,4
14,2,46267,4,2,,,2,2,2,2,1,1,17,24015,2,1
15,2,47885,2,2,,,2,2,2,2,1,1,27,60111,2,4
15,1,48051,1,2,,,2,2,2,2,1,1,21,24011,2,4
15,1,48051,2,2,,,2,2,2,2,1,1,18,24015,1,4
16,2,49437,3,2,,,2,2,2,2,1,1,24,60413,2,4
16,2,50191,5,2,,,2,2,2,2,1,1,20,35033,1,4
16,2,50194,3,1,50831,DIPLOMA IN INLAND FISHERIES TE,2,2,2,2,1,1,23,50831,2,4
16,2,50842,1,2,,,2,2,2,2,1,1,21,60114,2,4
17,1,52127,5,2,,,2,2,2,2,1,1,28,24015,1,4
17,2,53827,2,2,,,2,2,2,2,2,1,27,60003,1,4
2,2,2021,5,2,,,2,1,2,2,1,1,15,24012,1,1
3,1,3993,1,2,,,2,1,2,2,2,1,24,24012,1,4
3,2,8128,2,2,,,2,1,2,2,1,1,21,24015,1,4
5,2,12584,2,2,,,2,1,2,2,1,1,29,24012,1,4
5,2,13373,3,2,,,2,1,2,2,2,1,23,35031,2,1
7,2,20064,3,2,,,2,1,2,2,1,1,15,24012,2,1
7,2,20070,6,2,,,2,1,2,2,1,1,15,24012,1,1
8,1,20983,2,2,,,2,1,2,2,2,1,23,60232,2,4
10,2,26219,1,2,,,2,1,2,2,1,1,23,34011,1,1
10,1,28400,4,1,50715,WILDER,1,1,2,2,2,1,24,24011,1,4
10,2,28726,2,2,,,2,1,2,2,1,1,17,24015,1,1
11,2,30284,1,2,,,2,1,2,2,2,1,21,35033,1,4
12,1,31847,4,2,,,2,1,2,2,1,1,22,60914,2,4
12,2,32140,3,2,,,2,1,2,2,1,1,15,24011,1,1
12,2,34058,3,2,,,2,1,2,2,2,1,30,24013,1,4
13,1,40248,1,2,,,2,1,2,2,1,1,29,60001,1,4
13,1,42460,3,2,,,2,1,2,2,2,1,28,50612,2,4
14,2,46000,3,2,,,2,1,2,2,1,1,25,24015,1,4
14,2,46274,2,2,,,2,1,2,2,1,1,30,60314,1,4
16,2,51079,4,2,,,2,1,2,2,1,1,18,24013,1,4
7,1,19392,2,2,,,2,3,1,2,1,1,17,24012,2,4
16,1,49209,3,2,,,2,3,1,2,1,1,23,24015,1,4
16,2,50238,2,2,,,2,3,1,2,1,1,24,24015,1,4
16,2,50325,3,2,,,2,3,1,2,1,1,22,60111,2,4
16,1,50907,4,2,,,2,3,1,2,1,1,27,24013,1,4
2,2,3241,4,2,,,2,2,1,2,1,1,16,24015,1,1
2,2,3248,2,2,,,2,2,1,2,1,1,19,60003,2,1
3,1,4137,2,1,50715,MECHANICS AND METAL TRADES,1,2,1,2,2,1,19,35033,1,4
3,1,4137,3,1,50715,SMAW,1,2,1,2,2,1,19,35033,1,4
3,1,5709,1,2,,,2,2,1,2,2,1,28,60003,1,4
4,2,9867,3,2,,,2,2,1,2,1,1,21,60413,2,4
5,2,11835,1,2,,,2,2,1,2,2,1,30,24015,1,4
6,2,14402,3,2,,,2,2,1,2,1,1,21,24015,1,4
6,2,15829,5,2,,,2,2,1,2,1,1,23,24014,1,4
6,2,17055,3,2,,,2,2,1,2,1,1,23,60413,2,4
8,2,20474,3,2,,,2,2,1,2,1,1,18,10018,1,4
8,2,22610,1,2,,,2,2,1,2,1,1,25,24011,1,1
10,2,26047,1,2,,,2,2,1,2,1,1,30,24011,1,4
13,1,35582,1,2,,,2,2,1,2,1,1,22,60314,2,4
13,1,36457,3,2,,,2,2,1,2,2,1,24,60415,2,4
13,1,40024,1,2,,,2,2,1,2,2,1,28,24015,1,4
13,1,40056,4,2,,,2,2,1,2,2,1,22,24015,1,4
13,1,42234,1,2,,,2,2,1,2,2,1,24,60001,2,4
14,2,46040,3,2,,,2,2,1,2,1,1,28,24015,1,4
16,1,50393,2,2,,,2,2,1,2,2,1,24,24015,2,4
1,1,11,1,2,,,2,1,1,2,1,1,25,60913,1,4
1,2,1407,2,2,,,2,1,1,2,2,1,18,24013,1,1
1,1,1547,2,2,,,2,1,1,2,2,1,27,60003,1,1
2,2,3241,3,2,,,2,1,1,2,1,1,17,24015,2,1
2,2,3633,2,2,,,2,1,1,2,1,1,24,10014,1,4
3,2,4284,4,1,40714,ELECTRONICS,1,1,1,2,1,1,27,40714,2,4
3,1,4947,2,2,,,2,1,1,2,1,1,26,10018,1,4
3,1,7295,4,2,,,2,1,1,2,1,1,29,24011,1,4
4,1,9448,1,2,,,2,1,1,2,2,1,26,61041,1,4
5,1,11250,3,1,41015,TOURISM,1,1,1,2,2,1,19,35033,2,4
5,2,12900,2,2,,,2,1,1,2,2,1,22,24012,1,4
5,2,13041,1,2,,,2,1,1,2,2,1,24,10012,1,4
6,2,14095,2,2,,,2,1,1,2,1,1,28,60811,1,4
6,2,14095,3,2,,,2,1,1,2,1,1,28,60811,1,4
7,1,19057,1,2,,,2,1,1,2,1,1,21,24015,1,4
8,2,20770,2,2,,,2,1,1,2,1,1,16,10018,1,1
8,2,23296,3,2,,,2,1,1,2,1,1,22,60001,1,1
8,2,23319,2,2,,,2,1,1,2,1,1,15,24013,2,1
8,2,23548,3,2,,,2,1,1,2,1,1,26,60413,2,4
9,1,24159,2,2,,,2,1,1,2,2,1,24,24012,2,4
10,2,27339,3,2,,,2,1,1,2,1,1,19,10011,1,4
10,1,27879,1,2,,,2,1,1,2,1,1,23,60414,1,4
10,1,28400,5,2,,,2,1,1,2,1,1,23,24011,1,4
11,1,28836,4,2,,,2,1,1,2,2,1,19,10014,1,4
11,1,29542,2,2,,,2,1,1,2,2,1,28,24015,2,4
11,2,31095,2,2,,,2,1,1,2,1,1,26,10012,1,4
11,2,31569,2,2,,,2,1,1,2,1,1,24,0,2,4
12,2,33030,3,1,40716,AUTOMOTIVE,1,1,1,2,2,1,24,24015,1,4
12,2,33042,4,2,,,2,1,1,2,1,1,18,10015,1,4
12,2,33453,4,2,,,2,1,1,2,1,1,15,10018,1,1
13,1,34882,1,2,,,2,1,1,2,1,1,43,24011,2,
13,1,35388,3,1,50721,BAKING,2,1,1,2,2,1,27,60111,2,4
13,1,38793,2,2,,,2,1,1,2,2,1,30,24013,2,4
13,1,40017,1,2,,,2,1,1,2,2,1,24,60002,1,4
13,1,40023,1,2,,,2,1,1,2,1,1,29,60001,1,4
13,1,40254,1,2,,,2,1,1,2,1,1,28,60003,1,4
13,1,40608,3,2,,,2,1,1,2,1,1,24,24013,2,4
13,1,41239,1,2,,,2,1,1,2,2,1,30,24013,1,4
13,1,42788,5,2,,,2,1,1,2,1,1,22,50612,1,4
14,2,44662,1,2,,,2,1,1,2,2,1,30,10018,1,4
14,2,46125,1,2,,,2,1,1,2,1,1,28,10014,1,4
15,2,47837,2,2,,,2,1,1,2,1,1,23,24015,1,4
15,2,47950,4,2,,,2,1,1,2,2,1,24,24013,1,4
16,2,49471,2,2,,,2,1,1,2,1,1,20,24011,1,4
16,2,49558,3,2,,,2,1,1,2,1,1,22,24015,1,4
16,2,50141,3,2,,,2,1,1,2,1,1,21,10018,1,4
16,2,50252,1,2,,,2,1,1,2,1,1,29,24015,1,4
16,2,50252,2,2,,,2,1,1,2,1,1,27,24015,2,4
17,2,54168,3,2,,,2,1,1,2,1,1,26,24012,1,4
4,1,10706,1,2,,,2,5,5,1,1,1,29,60002,1,4
3,1,5977,3,2,,,2,1,5,1,1,1,26,60612,1,4
16,1,49973,6,2,,,2,5,4,1,1,1,15,24012,1,1
12,1,33759,3,1,40714,COMPUTER HARDWARE NCII I YEAR,1,4,4,1,1,1,23,60111,2,2
7,2,20054,5,2,,,2,3,4,1,1,1,16,24013,1,1
14,2,46205,3,2,,,2,3,4,1,1,1,17,34011,1,1
10,2,26275,3,2,,,2,2,4,1,1,1,18,35031,1,1
3,1,4110,2,1,50612,AUTOCAD 2D,3D MODELING,1,4,1,,1,1,22,60004,1
7,2,20102,3,2,,,2,1,4,1,1,1,21,24014,2,4
11,1,29692,3,2,,,2,4,3,1,1,1,25,60003,1,4
11,1,29854,5,2,,,2,4,3,1,1,1,19,24015,2,4
13,1,42129,3,2,,,2,4,3,1,1,1,21,24015,1,4
14,2,46322,3,2,,,2,4,3,1,1,1,18,34011,1,1
3,1,4137,5,1,50715,SMAW,1,3,3,1,2,1,19,35033,1,4
4,1,10820,1,2,,,2,3,3,1,1,1,27,60221,1,4
6,2,14743,7,2,,,2,3,3,1,1,1,15,24012,1,1
7,1,19206,1,2,,,2,3,3,1,1,1,29,24015,2,4
7,2,20063,2,2,,,2,3,3,1,1,1,25,60001,1,4
12,1,31879,4,2,,,2,3,3,1,1,1,16,24014,2,1
15,2,47454,4,2,,,2,3,3,1,1,1,25,60111,2,4
16,2,50185,3,2,,,2,3,3,1,1,1,16,24015,1,1
3,2,5118,2,2,,,2,2,3,1,2,1,21,60001,1,4
5,2,12823,3,2,,,2,2,3,1,2,1,18,34013,1,1
6,2,14719,3,2,,,2,2,3,1,1,1,22,60002,2,1
13,1,37275,1,2,,,2,2,3,1,1,1,29,24015,1,4
6,2,16985,3,2,,,2,1,3,1,1,1,16,24013,2,1
8,2,22152,3,2,,,2,1,3,1,1,1,27,60821,1,4
10,2,25989,2,2,,,2,1,3,1,1,1,18,35031,2,3
12,1,32634,1,2,,,2,1,3,1,1,1,22,35033,2,4
12,1,33733,5,2,,,2,1,3,1,1,1,18,24011,1,4
3,1,4353,4,2,,,2,3,2,1,1,1,27,61013,2,4
4,1,10678,1,2,,,2,3,2,1,2,1,21,24015,1,4
5,2,13027,2,2,,,2,3,2,1,1,1,15,24013,2,1
5,2,13373,5,2,,,2,3,2,1,1,1,19,34011,1,2
8,2,23536,4,2,,,2,3,2,1,1,1,22,60001,1,1
14,1,44375,1,2,,,2,3,2,1,1,1,21,60002,1,4
14,2,45743,1,2,,,1,3,2,1,2,1,27,24003,1,4
16,1,49973,3,2,,,2,3,2,1,1,1,22,24015,1,1
2,2,3562,3,2,,,2,2,2,1,1,1,16,24013,2,1
3,2,8281,1,2,,,2,2,2,1,1,1,29,24011,1,4
5,2,12823,4,2,,,2,2,2,1,2,1,16,24014,2,1
5,2,12875,3,2,,,2,2,2,1,2,1,27,40001,2,4
8,2,22893,3,2,,,2,2,2,1,2,1,15,10014,1,4
12,1,32375,2,2,,,2,2,2,1,1,1,25,60111,2,4
12,1,32786,2,2,,,2,2,2,1,1,1,19,34013,2,2
15,2,47628,2,2,,,1,2,2,1,1,1,22,60111,2,4
16,2,50272,4,2,,,2,2,2,1,2,1,16,24013,1,1
16,2,50293,3,2,,,2,2,2,1,2,1,17,24015,1,1
16,2,51487,3,2,,,2,2,2,1,1,1,27,24003,1,1
17,1,53369,1,2,,,1,2,2,1,2,1,23,60413,1,4
1,2,267,4,2,,,2,1,2,1,1,1,15,24013,1,2
1,2,1373,5,2,,,2,1,2,1,1,1,16,24014,1,2
3,1,7014,2,2,,,2,1,2,1,1,1,21,60413,1,4
6,2,15540,2,2,,,2,1,2,1,1,1,23,10018,1,4
7,2,17571,2,2,,,2,1,2,1,1,1,30,24013,1,4
8,2,23280,2,2,,,2,1,2,1,1,1,24,24015,1,4
9,2,23967,3,2,,,2,1,2,1,1,1,30,10015,1,4
10,2,27223,1,2,,,2,1,2,1,1,1,25,24011,1,4
12,2,33651,4,2,,,2,1,2,1,1,1,19,24012,1,4
13,1,35058,1,2,,,2,1,2,1,2,1,30,24015,2,4
13,1,35483,1,2,,,2,1,2,1,1,1,25,60732,2,4
13,1,40211,1,2,,,2,1,2,1,1,1,28,60111,2,4
14,1,43959,3,2,,,1,1,2,1,1,1,22,24015,1,4
14,1,44422,1,2,,,2,1,2,1,1,1,25,24015,1,4
14,2,45197,3,2,,,2,1,2,1,2,1,23,24012,1,4
15,2,48847,2,2,,,2,1,2,1,2,1,20,10013,1,4
16,2,50295,3,2,,,2,1,2,1,1,1,16,24015,1,3
13,1,38045,2,2,,,2,4,1,1,2,1,24,61015,2,4
4,1,10849,3,2,,,2,3,1,1,1,1,20,10013,2,4
6,2,14708,4,2,,,2,3,1,1,1,1,20,10018,1,4
7,1,18950,4,2,,,2,3,1,1,2,1,24,80110,1,4
8,1,20832,4,2,,,2,3,1,1,1,1,19,24012,1,1
8,2,21444,1,2,,,2,3,1,1,1,1,21,60002,1,2
10,2,25984,3,2,,,2,3,1,1,1,1,24,60001,2,1
10,2,28552,4,2,,,2,3,1,1,1,1,16,24015,2,1
11,1,28826,2,2,,,2,3,1,1,1,1,30,10018,1,4
11,1,29854,6,2,,,2,3,1,1,1,1,17,24015,2,4
12,1,32597,2,2,,,2,3,1,1,2,1,21,24015,2,4
13,1,35547,1,2,,,2,3,1,1,2,1,22,60613,1,4
16,1,49973,5,2,,,2,3,1,1,1,1,18,34031,1,1
16,2,50173,3,2,,,2,3,1,1,1,1,16,24013,1,1
16,2,50294,2,2,,,2,3,1,1,1,1,15,24013,1,1
16,2,51395,3,2,,,2,3,1,1,1,1,30,10013,1,4
17,2,53721,2,2,,,2,3,1,1,2,1,30,10014,2,4
2,2,3247,3,,,,,2,1,1,1,1,15,10014,1,4
4,1,9446,2,2,,,2,2,1,1,1,1,29,24015,2,4
4,1,9655,2,2,,,2,2,1,1,1,1,20,24012,1,4
5,2,12366,6,2,,,2,2,1,1,1,1,16,24014,1,1
5,2,12924,3,2,,,2,2,1,1,1,1,17,35031,2,1
6,2,14693,3,2,,,2,2,1,1,1,1,18,35031,1,1
8,2,23536,3,2,,,2,2,1,1,1,1,29,60002,2,1
9,1,24095,3,2,,,2,2,1,1,1,1,24,60732,1,4
9,2,24995,2,2,,,2,2,1,1,1,1,19,24011,1,4
10,1,25806,4,2,,,2,2,1,1,2,1,23,10018,1,4
12,2,33042,6,2,,,2,2,1,1,1,1,16,24011,1,4
13,1,40470,2,2,,,2,2,1,1,1,1,30,24015,1,4
13,1,42419,1,2,,,2,2,1,1,2,1,23,24015,1,4
13,1,42572,2,2,,,2,2,1,1,2,1,29,24015,2,4
16,1,49922,2,2,,,2,2,1,1,1,1,18,24012,2,4
16,2,50272,5,2,,,2,2,1,1,2,1,15,24012,2,1
16,2,50358,2,2,,,2,2,1,1,2,1,16,24011,1,4
1,1,102,2,2,,,2,1,1,1,2,1,30,60001,1,4
1,2,633,1,2,,,2,1,1,1,1,1,15,24011,1,1
1,2,837,4,1,41012,COSMETOLOGY,1,1,1,1,2,1,27,24015,1,4
1,2,869,3,2,,,2,1,1,1,2,1,22,24015,1,4
1,2,869,4,2,,,2,1,1,1,2,1,19,40613,2,4
1,1,1430,2,2,,,2,1,1,1,2,1,29,24015,2,4
1,1,1466,3,2,,,2,1,1,1,1,1,21,60413,1,4
2,1,1903,6,2,,,2,1,1,1,1,1,29,10018,2,1
2,2,2027,3,2,,,2,1,1,1,1,1,15,24012,1,1
2,2,2317,3,,,,,1,1,1,1,1,19,10011,1,4
2,2,2355,3,2,,,2,1,1,1,1,1,19,10015,1,4
3,2,4284,3,1,50716,AUTOMOTIVE,2,1,1,1,1,1,29,50716,1,4
3,1,4947,3,1,41013,HOUSE KEEPING,1,1,1,1,1,1,24,24015,1,4
3,1,5340,1,2,,,2,1,1,1,1,1,23,60232,2,4
3,1,5340,2,2,,,2,1,1,1,1,1,26,60612,2,4
3,1,5346,1,2,,,2,1,1,1,1,1,21,24015,1,4
3,1,5355,1,2,,,2,1,1,1,1,1,21,61032,2,4
3,1,5584,3,2,,,2,1,1,1,1,1,23,24015,1,4
3,1,5977,4,2,,,2,1,1,1,2,1,20,60111,2,4
3,2,6300,1,2,,,2,1,1,1,1,1,29,24015,1,4
3,2,6604,3,2,,,2,1,1,1,2,1,29,24015,1,4
3,1,7014,1,2,,,2,1,1,1,1,1,21,60413,2,4
3,1,7025,1,2,,,2,1,1,1,1,1,28,60413,1,4
3,1,7025,6,2,,,2,1,1,1,2,1,21,34013,2,4
3,1,7077,1,2,,,2,1,1,1,2,1,28,24015,1,4
3,1,7114,2,2,,,2,1,1,1,2,1,29,24015,2,4
3,1,7354,1,2,,,2,1,1,1,1,1,24,24015,1,4
3,1,7363,2,2,,,2,1,1,1,1,1,30,24015,2,4
3,1,7392,2,2,,,2,1,1,1,1,1,27,60002,2,4
3,1,7444,1,2,,,2,1,1,1,1,1,27,60001,1,4
3,2,7677,2,2,,,2,1,1,1,1,1,28,60411,2,4
